PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
29865052,rural populations,Yes,['geographic_location'],"Similarly, obesity (30.2±0.2% ), diabetes (11.0±0.1% ), and physical inactivity (29.4±0.2% ) levels were significantly higher in rural populations compared to urban (29.1±0.2%, 9.7±0.1%, and 26.7±0.3, respectively).",Refers to a demographic group in a specific geographic area.
29865052,urban counties,Yes,['geographic_location'],Change in age-adjusted AD mortality was higher in rural counties (9.5±1.4) versus urban (5.9±1.1) over the time period examined.,Urban counties represent a geographic area or location.
29268833,rural,Yes,['geographic_location'],"Underserved rural populations face a higher risk of Alzheimer's disease (AD), yet studies investigating AD knowledge in this population are lacking.",Describes a geographic area associated with AD risk.
29268833,underserved rural populations,Yes,"['geographic_location', 'socioenvironmental_neighborhood']",The BKAD measure shows promise in meeting the need for a culturally relevant measure to assess basic Alzheimer's disease knowledge in underserved rural populations.,Refers to a specific geographic and socioenvironmental group.
29087860,rural areas,Yes,['geographic_location'],"These negative facets are due to lack of educational resources, an increased veteran population diagnosed with dementia, limited knowledge of resources, and limited medical service in rural areas.",Refers to a physical area with limited medical services.
29087860,community-based support services,Yes,['socioenvironmental_neighborhood'],"These positive aspects are aided by several community-based support services, new technology, and preventative care.",Community support services impact health and well-being.
28903738,community,Yes,['geographic_location'],"Community living 60-80 year olds with SMC or MCI who do not engage in more than 60 min per week of moderate intensity PA will be recruited from memory clinics and the community via media advertisements to participate in this randomized, single-blind controlled trial.",Refers to the area where participants reside.
28949318,old people's homes,Yes,['geographic_location'],"The study was designed as a gerontologic-public health analysis of the relationship between the leading and accompanying psychogeriatric diagnoses and negative health behaviors recorded in the old people's home users, with the aim to evaluate and redefine gerontologic-public health priorities and geroprophylactic measures, with special reference to persons suffering from Alzheimer's disease and other dementias.",Refers to a specific location where elderly reside.
28949318,day centers for Alzheimer's disease patients,Yes,['socioenvironmental_neighborhood'],"The results obtained by gerontological-public health indicator analysis indicate that programs of geroprophylaxis, gerontologic and psychogeriatric measures should be implemented in old people's homes as a priority, with day centers for Alzheimer's disease patients.",Refers to community resources for ADRD patients
28809653,environment-based interventions,Yes,['physical_environment'],"This systematic review evaluated the effectiveness of environment-based interventions that address behavior, perception, and falls in the home and other settings for people with Alzheimer's disease (AD) and related major neurocognitive disorders (NCDs).",Interventions modifying physical environment to impact ADRD
28809653,environmental design,Yes,['physical_environment'],"Moderate evidence supports noise regulation, environmental design, unobtrusive visual barriers, and environmental relocation strategies to reduce problematic behaviors.",Relates to built surroundings affecting health and behavior.
28809653,environmental relocation,Yes,['physical_environment'],"Moderate evidence supports noise regulation, environmental design, unobtrusive visual barriers, and environmental relocation strategies to reduce problematic behaviors.",Relates to built surroundings affecting health and behavior.
28809653,unobtrusive visual barriers,Yes,['physical_environment'],"Moderate evidence supports noise regulation, environmental design, unobtrusive visual barriers, and environmental relocation strategies to reduce problematic behaviors.",Modifies physical environment to reduce problematic behaviors.
28733154,low-income areas,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","Odds were 70% lower that pharmacists in low-income areas would say there was nothing to reverse the course of AD (odds ratio [OR] 0.30, 95% confidence interval [CI] 0.13-0.70) and 7 times greater that they would recommend a medication to reverse the course of AD (OR 7.04, 95% CI 2.19-22.62) compared with pharmacists in high-income areas.",Refers to socioeconomic status and geographic location.
28733154,high-income areas,Yes,['geographic_location'],"Pharmacies were selected from highest- and lowest-income zip code areas, defined using household area median incomes from the 2008-2012 American Community Survey 5-Year Estimates.",Refers to specific geographic areas with high income levels.
28643564,Japanese garden,Yes,['physical_environment'],This study is to examine how viewing a Japanese garden affects Japanese patients with dementia.,Japanese garden is a built environment factor.
28643564,viewing the Japanese garden,Yes,['physical_environment'],"Findings/Results: Viewers' eyes scanned larger area while viewing the Japanese garden, and viewing the Japanese garden significantly reduced heart rate and improved behavioral symptoms than the control space.",Japanese garden affects cognitive impairment and behavior
28295142,rural,Yes,['geographic_location'],"The teledementia clinic is a new model of care that expands the reach of specialized geriatric and dementia care using clinical video telehealth (CVT) to rural veterans, who frequently lack access to specialty care.",Describes a geographic area where veterans reside.
28295142,rural community-based outpatient clinics,Yes,['geographic_location'],It is located in the Pittsburgh VA Healthcare System tertiary referral hospital and serves veterans in affiliated rural community-based outpatient clinics (CBOCs).,Refers to a specific geographic location for healthcare services.
28295142,rural ZIP codes,Yes,['geographic_location'],"Of patients served, 61 lived in rural ZIP codes, 72 were diagnosed with dementia, 19 were diagnosed with mild cognitive impairment, and four were found to have primarily psychiatric diagnoses rather than cognitive impairment.",Refers to a specific geographic area where patients reside.
28320363,contact with friends and neighbors,Yes,['socioenvironmental_neighborhood'],while those who had more frequent contact with friends and neighbors as well as being physically active were directly associated with lower odds of having dementia diagnosis,Social contact is a neighborhood socioenvironmental factor.
27129917,region of residence,Yes,['geographic_location'],"Education, race, and region of residence predicted cognition at diagnosis.",Region of residence is a geographic location factor.
27129917,geographic region of residence,Yes,['geographic_location'],"Age of onset, geographic region of residence, and history of hypertension and congestive heart failure predicted cognitive changes.",Geographic region affects cognitive decline in dementia patients.
27129917,place of residence,Yes,['geographic_location'],"Cognition, gender, race, region of residence and place of residence, and a history of stroke and hypercholesterolemia predicted function at diagnosis.",Relates to geographic location of residence.
28869471,fewer close friends,No,[],"Age, low education, fewer close friends, and daily drinking were independent risk factors for SCD progressing to MCI.",Not related to Neighborhood factor
28869471,low education,No,[],"Age, low education, fewer close friends, and daily drinking were independent risk factors for SCD progressing to MCI.","Not a neighborhood factor, relates to individual characteristic."
27578615,education,Yes,['socioenvironmental_neighborhood'],"Finally, we demonstrate the ability of our approach to identify biologically plausible SNP-education interactions relative to Alzheimer's disease status using genome-wide association study data from the Alzheimer's Disease Neuroimaging Initiative (ADNI).",Education is a social determinant related to neighborhood context.
27819841,senior centers,Yes,['geographic_location'],Methods of publicizing the study included lectures to local senior centers/churches and publications in local Chinese newspapers.,Refers to a local community location
27819841,local Chinese newspapers,Yes,['socioenvironmental_neighborhood'],Methods of publicizing the study included lectures to local senior centers/churches and publications in local Chinese newspapers.,Entity relates to social environment and community outreach.
27819841,community lectures,Yes,['socioenvironmental_neighborhood'],"Of all enrollees, 54.1% were recruited from community lectures, 29.6% through newspapers, 10.2% through word of mouth, and 6.1% from our clinical services.",Community lectures relate to social environment and outreach.
27264344,rural area,Yes,['geographic_location'],Our study provides the first information of the prevalence of DLB in a rural area of China.,Describes a geographic location where the study was conducted.
27264344,social activities,Yes,['socioenvironmental_neighborhood'],"Compared to individuals without cognitive impairment, patients with DLB were less engaged in social activities.",Social activities relate to community and social environment.
27048709,home environment,Yes,['physical_environment'],This is the first study to examine CCBs in the home environment as measured by the Communicative Coping Behavior Checklist (CCBC).,Home environment affects health and well-being.
27048709,home,Yes,['geographic_location'],"Raters observed their partners' CCBs at home, over several weeks and completed the CCBC.",Refers to the physical location where individuals reside.
26086181,regional difference,Yes,['geographic_location'],"After adjusting for sociodemographic factors, older age and lower education were associated with a higher risk of incident dementia, AD and VaD; regional difference was associated mainly with incidence of VaD (north vs. south: hazard ratio [HR] = 3.59); modestly with AD (east vs. west: HR = 1.55).",Regional difference refers to geographic locations within China.
26890762,care locations,Yes,['geographic_location'],The study focus was the use of medical procedures in the last month of life among dementia patients in different care locations in Japan.,Refers to the physical area where care is provided.
26890762,nursing homes,Yes,['geographic_location'],"Of 6,148 patients, 886 (14.4%) had dementia as a primary disease; most received care in the last month of life in nursing homes (48.0%) or hospitals (44.8%) rather than in their own home (7.2%).",Location where patients received end-of-life care.
26645189,neighborhood,Yes,['geographic_location'],Our case suggests that even patients with severe atrophy in the anterior cortex may be able to orient themselves within their neighborhood if their posterior cortex is preserved.,Refers to a physical area where the patient resides.
26280289,rural areas without sanitation,Yes,"['problems_related_to_physical_environment', 'geographic_location']",Patients with LBD were more oriented and previously lived longer in rural areas without sanitation.,Lack of sanitation indicates environmental deficit and rural location.
26280289,environmental factors,Yes,['physical_environment'],"Cerebrovascular risk might be more important for AD pathogenesis, whereas environmental factors might impact development of LBD.",Refers to external surroundings affecting health conditions.
