PMID,factor_relevance,entity,category,source_sentence,explanation
29731392,No,dementia,AD/ADRD,"Personalized music listening (PML) has been touted as a safe and inexpensive means of improving the quality of life, mood, and behavior of persons with dementia.",Dementia is a core condition in ADRD classification.
30103681,No,,,,
29997191,No,,,,
30126555,No,Mild Cognitive Impairment (MCI),AD/ADRD,This study sought to examine whether medical conditions which occur at a higher rate in African American individuals increase the hazard of subsequent MCI development.,MCI is a precursor to Alzheimer's disease and related dementias.
30126555,No,Traumatic Brain Injury (TBI),AD/ADRD,African Americans with traumatic brain injury (TBI) were more likely to develop MCI (p < 0.001) compared to those with no reports of a TBI.,TBI is a known risk factor for neurodegenerative diseases.
30126555,No,Thyroid disease,AD/ADRD,Inactive thyroid conditions decreased the risk of MCI development (p = 0.005) compared to those without thyroid disease.,Thyroid disease is linked to cognitive impairment progression.
29270849,No,Alzheimer's disease,AD/ADRD,"Asymptomatic individuals (≥ 35 years) who received a genetic test result for Huntington's disease, frontotemporal dementia or Alzheimer's disease more than 2 years before the onset of the study and untested subjects at 50% risk were invited to complete a questionnaire and an additional questionnaire with extra or adjusted items.",Disease under investigation in the study.
28209520,No,Alzheimer's disease,AD/ADRD,"The study enrolled 275 participants, including 44 healthy older controls and 231 patients diagnosed with one of five neurodegenerative diseases (75 Alzheimer's disease, 58 behavioral variant frontotemporal dementia (bvFTD), 42 semantic variant primary progressive aphasia (svPPA), 28 progressive supranuclear palsy, and 28 non-fluent variant primary progressive aphasia (nfvPPA).",Study includes Alzheimer's disease as a patient group.
30049934,No,,,,
30021248,Yes,food and fluid intake,Food,Primary: To assess the effects of environmental or behavioural modifications on food and fluid intake and nutritional status in people with dementia.,Central focus of the study on dietary intake in dementia.
30021248,Yes,nutritional education,Food,Three studies provided nutritional education and nutrition promotion programmes.,Intervention targeting dietary behavior modification.
30021248,Yes,dementia,AD/ADRD,We included people with any common dementia subtype.,Primary population studied in the context of food interventions.
30021248,Yes,Alzheimer's disease,AD/ADRD,Three studies explicitly investigated participants with Alzheimer's disease; six did not specify the type of dementia.,Specific dementia subtype included in the study.
30021248,Yes,mealtime behaviour,AD/ADRD,"To assess the effects of environmental or behavioural modifications in connection with nutrition on mealtime behaviour, cognitive and functional outcomes and quality of life...",Outcome linked to food-related interventions in dementia.
29704638,No,Mild cognitive impairment (MCI),AD/ADRD,This study assessed the association of SB with MCI in six low- and middle-income countries.,MCI is a precursor to dementia and central to the study's focus.
30304119,No,,,,
30039833,No,,,,
29968510,No,,,,
29966477,No,,,,
29933494,No,,,,
29933492,No,Primary progressive aphasia (PPA),AD/ADRD,Primary progressive aphasia (PPA) is a neurodegenerative syndrome characterized by insidious language deterioration.,PPA is a neurodegenerative disorder related to dementia.
29933492,No,dementia,AD/ADRD,systematic instruction from dementia management.,Dementia is a broader category encompassing ADRD.
29676484,No,,,,
29671901,No,eating behavior,AD/ADRD,"Effects of DT on the former's everyday abilities (ie, eating behavior) were also examined.",Assessed as a behavioral outcome in dementia patients.
29659032,No,,,,
29602733,No,,,,
29602644,No,,,,
29508259,No,,,,
29336830,No,,,,
29988711,No,agitated behaviors,AD/ADRD,"This study classified agitated behaviors into 5 main subtypes: physically agitated behaviors, destructive behaviors, verbally agitated behaviors, handling things behavior, and aggressive behaviors.",Describes behavioral subtypes observed in dementia patients.
29988711,No,community-dwelling elderly,AD/ADRD,This study focused on community elderly with dementia and a factor analysis of an inventory of their agitated behaviors was conducted.,Refers to the population studied (dementia patients in community settings).
29941020,No,,,,
29933746,No,Alzheimer's disease,AD/ADRD,Psycho-affective states or traits ... are known to affect ... and to be associated with increased risk for Alzheimer's disease (AD).,Mentions ADRD as an outcome of psycho-affective factors.
27174891,No,Alzheimer's disease,AD/ADRD,"One possibility is that those older adults at high risk for developing dementia demonstrate low literacy even in the absence of marked cognitive impairment. We therefore examined associations of health and financial literacy with the APOE ε4 allele, the chief genetic risk factor for Alzheimer's disease, among older adults without dementia.",Mentioned as the genetic risk factor for dementia.
29899525,No,Alzheimer's disease,AD/ADRD,the allele associated with higher Alzheimer's risk was associated with greater MVPA.,Mentions Alzheimer's risk in genetic context.
29656245,No,Alzheimer's disease (AD),AD/ADRD,"All participants underwent resting-state functional imaging and an informant described their responsiveness to subtle emotional expressions using the Revised Self-Monitoring Scale (RSMS). Higher functional connectivity in the SN, predominantly between the right anterior insula (AI) and both 'hub' cortical and 'interoceptive' subcortical nodes, predicted socioemotional sensitivity among healthy individuals, showing that socioemotional sensitivity is a behavioral marker of SN function, and particularly of right AI functional connectivity. The continuity of this relationship in both healthy and neurologically affected individuals highlights the role of socioemotional sensitivity as an early diagnostic marker of SN connectivity. Clinically, this is particularly important for identification of patients in the earliest stage of bvFTD, where the SN is selectively vulnerable.",Alzheimer's disease is explicitly mentioned as a neurodegenerative condition studied in the paper.
29550981,No,appetite,AD/ADRD,The NPI depression and appetite scores significantly improved in the M-AMT group.,Appetite is a symptom domain in ADRD assessment.
29485197,No,,,,
29110334,No,Frontotemporal dementia (FTD),ADRD,"Here, we report on a FTD case which showed catatonia after the first episode of brief psychotic disorder.",FTD is a type of ADRD.
29110334,No,Frontotemporal lobar degeneration with TDP-43 (FTLD-TDP),ADRD,"Pathological diagnosis was frontotemporal lobar degeneration (FTLD) with TDP-43 (FTLD-TDP) type C, which was also confirmed by the band pattern of C-terminal fragments of TDP-43 on western blotting of sarkosyl-insoluble fractions extracted from the frozen brain.",FTLD-TDP is a subtype of ADRD.
29073330,No,,,,
28707072,No,,,,
28370411,No,,,,
29801476,No,dementia knowledge,AD/ADRD,"Age, education, professional group and care experience were associated with knowledge scores, and overall dementia knowledge was poor.","Refers to understanding of dementia, a key aspect of ADRD."
29801476,No,person-centred care approach,AD/ADRD,"The experience of caring for people with dementia was positively associated with a person-centred care approach, although the participants tended not to use a person-centred care approach.",Describes care strategies for dementia patients.
29789049,No,,,,
29775139,No,Alzheimer's disease,ADRD,Alzheimer's disease is one of a variety of progressive and ultimately fatal neurodegenerative diseases that are characterized by a number of nervous and mental symptoms and behavior disorders.,Primary focus of the study on neurodegenerative condition.
29775139,No,dementia,ADRD,"These problems are likely to cause burden and strain on caregivers. In this study, we demonstrated the level and relationship of burden and strain among caregivers of dementia patients in China.",Central condition studied in caregiver burden analysis.
29714994,Yes,nutrition,Food,"Nutrition, behavioral issues, patient safety issues, and physical activity should be addressed.",Nutrition is a food factor related to AD management.
29714994,Yes,Alzheimer disease (AD),AD/ADRD,Alzheimer disease (AD) occurs in 8.8% of older US adults and is the sixth leading cause of death among older adults.,AD is the primary focus of the study.
29446123,No,,,,
29429645,No,,,,
29424096,No,Alzheimer's disease,AD/ADRD,"Of the 27 diabetic patients with dementia, 25 patients (92.6%) had Alzheimer's disease and 2 patients (7.4%) had mixed dementia (vascular dementia and Alzheimer's disease).",Diagnosis of Alzheimer's disease in participants.
29326021,No,,,,
29301414,No,dehydration,Food,"Family caregivers (143 website and 51 book) used an educational resource that provides information on medical problems, vital signs, pain, dehydration, and the healthcare system.",Dehydration is a food-related factor linked to fluid intake and nutrition.
29282160,No,,,,
29240536,No,Alzheimer's disease,ADRD,"To create a curriculum about Alzheimer's disease and dementia, and to train Promotoras affiliated with a local community education and health advocacy organization, in order to raise awareness and knowledge of what dementia is, and how it can be recognized, in persons of Hispanic/Latino descent.",Directly named as the focus of the study.
29240536,No,dementia,ADRD,"In order to get Latinos to seek early detection, we need to first educate them about dementia, win trust, and encourage treatment-seeking. Early intervention, diagnosis, and prevention will benefit from educational campaigns using the CBPR model.",Central to the campaign's educational goals.
29143702,No,Alzheimer's disease,AD/ADRD,Association between altered neurochemical metabolites and apathy in patients with Alzheimer's disease,Study focuses on Alzheimer's disease as the primary condition.
29143702,No,apathy,AD/ADRD,"Apathy is a condition characterized by a lack of motivation that manifests in emotional, behavioral, and cognitive domains.",Apathy is a symptom associated with Alzheimer's disease.
29854017,No,Alzheimer's diseases,AD/ADRD,"Specifically, in some NDs these deficits may represent core diagnostic criteria, such as for behavioral variant frontotemporal dementia (bvFTD), or may emerge during the disease course as critical aspects, such as for Parkinson's and Alzheimer's diseases.","Mentions Alzheimer's as a disease context, but no food-related impact is discussed."
29669098,No,dementia,ADRD,The 2001 cohort had significantly decreased risk of both incident dementia and AD (hazard ratio [HR]: 0.62/0.57 for dementia/AD).,Dementia is a core outcome in ADRD research.
29669098,No,Alzheimer's disease (AD),ADRD,The 2001 cohort had significantly decreased risk of both incident dementia and AD (hazard ratio [HR]: 0.62/0.57 for dementia/AD).,Alzheimer's disease is a primary focus of ADRD studies.
29615111,No,Alzheimer's disease,AD/ADRD,We explored the presence of both reserve and resilience in late-converter mild cognitive impairment due to Alzheimer's disease (MCI-AD) and in patients with slowly progressing amyloid-positive MCI...,Central focus of the study on ADRD pathology.
29615111,No,mild cognitive impairment due to Alzheimer's disease (MCI-AD),AD/ADRD,We explored the presence of both reserve and resilience in late-converter mild cognitive impairment due to Alzheimer's disease (MCI-AD) and in patients with slowly progressing amyloid-positive MCI...,Preclinical stage of ADRD examined in the study.
29808100,No,,,,
29510181,No,,,,
29394332,No,,,,
28874220,No,,,,
28282730,No,dementia,ADRD,The purpose of this study was to investigate racial/ethnic differences in psychotropic medication use across a diverse population of community-dwelling PWD,"Study focuses on dementia population, not food factors."
28282730,No,Alzheimer's Caregiver Health II trial,ADRD,Data were drawn from the baseline assessment of the Resources for Enhancing Alzheimer's Caregiver Health II trial.,Trial name directly references Alzheimer's caregiving context.
27231398,No,,,,
29580209,No,,,,
28329848,No,,,,
29633747,No,Alzheimer's Disease (AD),AD/ADRD,Improving quality of life of patients with early Alzheimer's Disease (AD) is a primary concern of health professionals involved in dementia treatment.,Study focuses on early Alzheimer's Disease as the primary condition.
29633747,No,early AD,AD/ADRD,"The aim of this study is to reveal associations among psychiatric symptoms and wellbeing aspects, dysfunctional lifestyles and stress-related behaviors, illness perception, personality traits, and life quality satisfaction, in order to offer a comprehensive evaluation of psychological and behavioral aspects characterizing patients with early AD.",Early AD is the target population for the study's psychological and behavioral analysis.
29658428,No,Alzheimer disease,AD/ADRD,This study aims to investigate the caregivers' perspective about the QoL of people with young-onset Alzheimer disease (YOAD) and late-onset Alzheimer disease (LOAD).,Directly refers to the disease under study.
29658428,No,activities of daily living,AD/ADRD,"The caregivers provided information about the PwAD (demographics, QoL, ability to perform activities of daily living, mood, and dementia severity) and had burden of care assessed.","Commonly impaired in ADRD, indicating disease progression."
29561313,No,,,,
29554838,No,,,,
29412984,No,,,,
29394505,No,cognitive decline,ADRD,To investigate sleep disturbances that induce cognitive changes over 4 years in nondemented elderlies.,Key outcome of the study on cognitive decline.
29394505,No,mild cognitive impairment,ADRD,"Data were acquired from a nationwide, population-based, prospective cohort of Korean elderlies (2,238 normal cognition [NC] and 655 mild cognitive impairment [MCI]).",Defined as a precursor to dementia in the study.
29381670,No,Alzheimer and other related dementia,ADRD,Variables that increase the odds in onset of caregiver distress included ... has Alzheimer and other related dementia;,Mentions ADRD as a client condition affecting caregiver distress.
29381670,No,"Alzheimer, related dementia",ADRD,"Variables that decreased the odds of improved caregiver distress ... include ... Alzheimer, related dementia;",Reiterates ADRD as a factor in persistent caregiver distress.
29355877,No,dementia,ADRD,"As part of the National Plan to Address Alzheimer's Disease, reducing potentially avoidable emergency department (ED) use by individuals with dementia has been identified as a component of enhancing the quality and efficiency of care for this population.",Primary condition studied in the paper.
29355877,No,Alzheimer's Disease,ADRD,"As part of the National Plan to Address Alzheimer's Disease, reducing potentially avoidable emergency department (ED) use by individuals with dementia has been identified as a component of enhancing the quality and efficiency of care for this population.",Specific ADRD mentioned in the National Plan.
29253686,No,,,,
29223173,Yes,alcohol consumption,Food,Significant differences included ... more self-reported alcohol consumption in the 'worried well' group.,Alcohol consumption is a dietary behavior linked to ADRD risk.
29223173,Yes,Alzheimer's disease,AD/ADRD,The 'worried well' and 'Alzheimer's disease' comparison had the same significant differences ...,Alzheimer's disease is a primary focus of the study.
29214414,No,,,,
29210282,No,,,,
29185023,Yes,alcohol consumption,Food,Moderate drinking men had an attenuated rate of decline compared to rare/never drinkers and women on the MMSE and CDR sum of boxes.,Alcohol consumption is a dietary factor linked to cognitive outcomes.
29185023,Yes,cognitive decline,AD/ADRD,Moderate drinking men had an attenuated rate of decline compared to rare/never drinkers and women on the MMSE and CDR sum of boxes.,Cognitive decline is a core feature of ADRD progression.
29185023,Yes,neurofibrillary tangles (NFTs),AD/ADRD,"Moderate alcohol consumption was associated with a reduction in the incidence of advanced (stages 5-6) Braak NFT stage in men (p < 0.05), with no effect in women.",NFTs are pathological hallmarks of Alzheimer's disease.
29185023,Yes,neuritic plaques (NPs),AD/ADRD,Neurofibrillary tangles (NFTs; Braak stage) and neuritic plaques (NPs) were staged at autopsy in a subset of participants (n = 149) using current standard neuropathologic diagnostic criteria.,NPs are pathological markers of Alzheimer's disease.
29169293,No,,,,
29077978,No,,,,
29076183,No,Mild cognitive impairment (MCI),AD/ADRD,Participants with a screen or baseline diagnosis of mild cognitive impairment (n = 862) were taken from the Alzheimer's Disease Neuroimaging Initiative study.,MCI is a precursor to Alzheimer's disease.
29076183,No,Instrumental activities of daily living (IADLs),AD/ADRD,"Previous research suggests that overall experience participating in instrumental activities of daily living (IADLs) is associated with reduced IADL impairment in individuals with mild cognitive impairment, possibly because of an increased functional reserve.",IADLs are functional measures relevant to dementia progression.
29072091,No,mild dementia,ADRD,Veterans with mild dementia (N = 143) and their caregivers participated in a 2-year prospective longitudinal study.,Condition studied in the research.
29055814,Yes,diet,Food,"Participants were randomized 1:1 to multidomain intervention (diet, exercise, cognition, and vascular risk management) and regular health advice.",Diet is a Food factor in the multidomain intervention targeting dementia prevention.
29055814,Yes,dementia,AD/ADRD,"The FINGER recruited 1260 people from the general Finnish population (60-77 years, at risk for dementia).",Dementia is the target condition in the study's intervention and outcomes.
28869657,No,Alzheimer disease,ADRD,Behavioral and psychological symptoms of dementia (BPSD) are among the most challenging aspects of Alzheimer disease for patients and their families.,Disease under ADRD category.
28869657,No,Behavioral and psychological symptoms of dementia (BPSD),ADRD,Behavioral and psychological symptoms of dementia (BPSD) are among the most challenging aspects of Alzheimer disease for patients and their families.,Symptoms associated with ADRD.
29328983,No,,,,
29017626,No,Alzheimer's disease (AD),AD/ADRD,"Our case examples include both FTD and AD, and demonstrate that before a diagnosis of a neurodegenerative disease is considered, often patients will be diagnosed with and treated for a psychiatric condition.",Mentioned as a neurodegenerative disease in the case series.
29017626,No,Frontotemporal Dementia (FTD),AD/ADRD,"Initially described in Frontotemporal Dementia (FTD), MBI evolved to describe a preclinical stage of all cause dementia, and has been operationalized in the International Society to Advance Alzheimer's Research and Treatment-Alzheimer's Association (ISTAART-AA) proposed research diagnostic criteria.",Described as a neurodegenerative disease in the context of MBI.
28940504,No,dementia,AD/ADRD,Our study aims to explore the impact of CFs on ADLs and QOL among institutionalized patients with dementia.,"Study focuses on dementia patients, a key ADRD condition."
28940504,No,cognitive fluctuations,AD/ADRD,Cognitive fluctuations (CFs) occur commonly in dementia of all types.,Cognitive fluctuations are a symptom of dementia.
28879833,No,Mild behavioral impairment (MBI),ADRD,"Mild behavioral impairment (MBI) describes later life acquired, sustained neuropsychiatric symptoms (NPS) in cognitively normal individuals or those with mild cognitive impairment (MCI), as an at-risk state for incident cognitive decline and dementia.",MBI is linked to cognitive decline and dementia risk.
28879833,No,Affective dysregulation,ADRD,Prevalence estimates across MBI domains were affective dysregulation (77.8%); impulse control (64.4%); decreased motivation (51.7%); social inappropriateness (27.8%); and abnormal perception or thought content (8.7%).,A behavioral domain associated with MBI and dementia risk.
28879833,No,Decreased motivation,ADRD,Affective dysregulation (p = 0.03) and decreased motivation (p=0.01) were more prevalent in MCI than SCD patients.,Behavioral symptom linked to MCI and dementia progression.
28857270,No,,,,
27048545,No,,,,
29362261,No,,,,
29317593,No,,,,
30537760,No,,,,
30452412,No,,,,
30452411,Yes,olfactory priming,Food,The aim of the present study was to assess the impact of odorizing the dining room of AD Units with a meat odor before lunch on subsequent food intake and eating behavior.,Olfactory priming is a food-related cue influencing intake in AD patients.
30452411,Yes,meat odor,Food,"Results of the first replication showed a significant effect of olfactory priming, with a 25% increase in meat and vegetable consumption compared to the control condition.",Meat odor is a specific food cue tested for its impact on consumption.
30452411,Yes,Alzheimer's disease (AD),AD/ADRD,Alzheimer's disease (AD) is often associated with feeding difficulties and changes in eating behavior which may lead to malnutrition.,AD is the condition studied in relation to food intake changes.
30412502,No,,,,
30412494,No,Neuropsychiatric Symptoms (NPS),AD/ADRD,"Neuropsychiatric symptoms (NPS) are increasingly recognized as a core element of Alzheimer's disease (AD); however, clinicians still consider AD primarily as a cognitive disorder.",NPS are core elements of AD but often overlooked in diagnosis.
30412494,No,Alzheimer's disease (AD),AD/ADRD,The aim of this paper is to acknowledge NPS as an (early) manifestation of AD and to suggest features that may point toward underlying AD in older adults with late-life behavioral changes.,AD is the primary focus of the case report and analysis.
30412484,No,,,,
30400086,No,Alzheimer's disease,AD/ADRD,"These deficits, present in Alzheimer's disease (AD) from its early stages, arise from impairments in multiple attentional and memory mechanisms.",Directly refers to the condition under study.
30400086,No,Instrumental activities of daily living (IADLs),AD/ADRD,"Many instrumental activities of daily living (IADLs), like cooking and managing finances and medications, involve finding efficiently and in a timely manner one or several objects within complex environments.",Describes functional impairments in AD patients.
30273496,No,,,,
30223398,No,,,,
30145595,No,,,,
30099937,No,,,,
30092564,No,Alzheimer's disease (AD),AD/ADRD,"The presence and frequency of the HTS was operationalized and prospectively evaluated in patients with Alzheimer's disease (AD), amnestic mild cognitive impairment (MCI), and behavioral-variant frontotemporal dementia (bvFTD).",Directly mentions Alzheimer's disease as a study population.
30092564,No,amnestic mild cognitive impairment (MCI),AD/ADRD,"The presence and frequency of the HTS was operationalized and prospectively evaluated in patients with Alzheimer's disease (AD), amnestic mild cognitive impairment (MCI), and behavioral-variant frontotemporal dementia (bvFTD).",MCI is a precursor to ADRD and part of the study's focus.
30092564,No,behavioral-variant frontotemporal dementia (bvFTD),AD/ADRD,"The presence and frequency of the HTS was operationalized and prospectively evaluated in patients with Alzheimer's disease (AD), amnestic mild cognitive impairment (MCI), and behavioral-variant frontotemporal dementia (bvFTD).",bvFTD is a subtype of dementia related to ADRD.
30092564,No,cerebrospinal fluid (CSF) biomarkers,AD/ADRD,Cerebrospinal fluid (CSF) samples for AD biomarkers were collected.,CSF biomarkers are directly linked to ADRD diagnosis.
30056428,No,MCI,ADRD,"Patients with a history of MCI were compared to non-MCI controls in terms of demographic characteristics, anti-dementia therapy, and the rate of persistence with anti-dementia drugs.",MCI is a prodromal stage of dementia.
29889069,No,Alzheimer's disease,AD/ADRD,"To determine the prevalence and characteristics of MHs in Alzheimer's disease (AD) and amnestic mild cognitive impairment (aMCI) patients, and to describe their potential relationship with cognition, behavioral symptoms, and use of psychoactive drugs.",The study focuses on Alzheimer's disease as the primary condition.
29865066,No,,,,
29865052,No,,,,
29843239,No,Mild Cognitive Impairment (MCI),ADRD,To survey the outcome and treatment preferences of patients and caregivers who had completed a multicomponent behavioral intervention for mild cognitive impairment (MCI).,MCI is a precursor to Alzheimer's disease and related dementias.
29782312,No,Alzheimer's disease,AD/ADRD,"Because cognitive processes decline in the earliest stages of Alzheimer's disease (AD), the driving abilities are often affected.",Study focuses on cognitive decline in Alzheimer's disease.
29782312,No,early-stage AD,AD/ADRD,"This pilot study analyzed in-car video recordings of naturalistic driving in patients with early-stage AD and in healthy controls, with a special focus on tactical self-regulation behavior.",Refers to the disease stage in participants.
29689728,No,Alzheimer's disease,AD/ADRD,"The aim of this study is to investigate the relationships among duration of education and Alzheimer's disease (AD) related neuroimaging biomarkers such as amyloid-β deposition, glucose metabolism, and brain volumes in each stage of AD.",Central focus of the study on ADRD.
29689728,No,mild cognitive impairment,AD/ADRD,"Participants were between 55 and 90 years of age and diagnosed as one of the following: healthy controls (HC), mild cognitive impairment (MCI), or AD.",ADRD-related diagnostic category.
29689728,No,healthy controls,AD/ADRD,"Participants were between 55 and 90 years of age and diagnosed as one of the following: healthy controls (HC), mild cognitive impairment (MCI), or AD.",ADRD-related comparison group.
29689719,No,eating/drinking behavior,AD/ADRD,"Concerning item relevance, group comparisons revealed pronounced increases in frequency and severity in items of anxiety, sleep disturbances, agitation & stereotypical behavior, aggression, apathy, depressive symptoms, and eating/drinking behavior.","Symptom measured in ADRD, not a Food factor."
29616702,No,,,,
29614688,No,,,,
29614643,No,,,,
29578491,No,,,,
29562549,No,,,,
29514157,No,,,,
29480198,No,,,,
29439340,No,,,,
29439325,No,,,,
29400666,No,Alzheimer's disease,ADRD,The study objective was to evaluate the safety and efficacy of deep brain stimulation (DBS) at the ventral capsule/ventral striatum (VC/VS) region to specifically modulate frontal lobe behavioral and cognitive networks as a novel treatment approach for Alzheimer's disease (AD) patients.,Primary condition studied in the trial.
29400666,No,Clinical Dementia Rating-Sum of Boxes (CDR-SB),ADRD,"All three AD DBS participants had less performance decline and two of them meaningfully less decline over time on our primary outcome measure, CDR-SB, relative to matched comparison groups from the ADNI using score trajectory slopes.",Primary clinical outcome measure for dementia severity.
29376861,No,appetite disturbances,AD/ADRD,"Persons with mild AD presenting delusions, agitation, and aberrant motor behavior at the time of diagnosis could have a more rapidly progressing disease, and some NPS are associated with AD severity. These results highlight the importance of evaluating NPS at the time of AD diagnosis, and the need to offer additional support to persons presenting delusions, agitation and aberrant motor behavior, and their caregivers.","Appetite disturbances are a symptom of AD severity, not a Food factor."
29376861,No,neuropsychiatric symptoms (NPS),AD/ADRD,"The baseline NPS that best predicted AD progression were delusions, agitation, and aberrant motor behavior, while AD severity during follow-up was associated with hallucinations, delusions, agitation, apathy, aberrant motor behavior, and sleep and appetite disturbances.","NPS are clinical symptoms, not Food factors influencing ADRD."
29376850,No,,,,
29345180,No,dementia,ADRD,We aimed to assess depressive symptoms in caregivers of patients with dementia,Directly refers to the study population with dementia.
29345180,No,caregivers of patients with dementia,ADRD,Caregivers of patients with dementia experience considerable burden and lower level of health-related quality of life and may be predisposed to developing clinical depression.,"Describes individuals supporting dementia patients, central to the study."
29317809,No,Alzheimer's disease,AD/ADRD,"Data used in these analyses were obtained from 3,266 potential volunteers, ages 50 or older, who completed a Mini-Mental State Exam as part of recruitment and screening for various clinical studies on Alzheimer's disease.",Directly mentions Alzheimer's disease as the focus of clinical studies.
29254092,Yes,eating behavior,Food,Patients with frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS) exhibit changes in eating behavior that could potentially affect lipid levels.,Eating behavior is a Food factor linked to lipid metabolism in ADRD.
29254092,Yes,fat intake,Food,"Triglyceride and HDL cholesterol levels correlated to fat intake, BMI, and measures of cognition and disease duration.",Fat intake is a Food factor associated with lipid levels in ADRD.
29254092,Yes,frontotemporal dementia (FTD),AD/ADRD,Patients with frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS) exhibit changes in eating behavior that could potentially affect lipid levels.,FTD is a dementia subtype within the ADRD spectrum.
29254092,Yes,amyotrophic lateral sclerosis (ALS),AD/ADRD,Patients with frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS) exhibit changes in eating behavior that could potentially affect lipid levels.,ALS is a neurodegenerative condition overlapping with ADRD.
29254082,No,,,,
29182443,No,,,,
29143208,No,,,,
29140859,No,,,,
29135358,No,cognitive impairment,ADRD,enrolling persons with cognitive impairment due to mixed etiologies.,Describes the target population with ADRD-related cognitive issues.
29135358,No,Alzheimer's disease,ADRD,"The Reducing Disability in Alzheimer's Disease (RDAD) program has been shown to be an effective tool for teaching caregivers strategies to improve mood, behavior, and physical function in persons with dementia.",Directly references Alzheimer's disease as the focus of the study.
29131306,No,,,,
28891444,No,,,,
28863046,No,,,,
28595977,No,dementia,AD/ADRD,"This study aimed to evaluate this delay and the factors associated with it in a cohort of community-dwelling elderly people attending a memory clinic, as well as assess the impact of the Third French National Alzheimer Plan (2008-2012).",Central focus of the study on dementia diagnosis and referral.
28595977,No,Alzheimer,AD/ADRD,The impact of the Third French National Alzheimer Plan (2008-2012).,Specific reference to Alzheimer's disease in the national plan.
28595977,No,cognitive impairment,AD/ADRD,"Our results emphasize the need for more education and information among the general public about the early signs of cognitive impairment, especially in elderly people.",Mild cognitive impairment is a precursor to dementia.
28560728,No,,,,
27676119,No,,,,
29268786,No,,,,
29212772,Yes,coffee consumption,Food,"There was suggestive evidence for potential associations between genetically predicted higher quantity of smoking (per 10 cigarettes a day: 0.69, 0.49 to 0.99; P=0.04) and 25-hydroxyvitamin D concentrations (per 20% higher levels: 0.92, 0.85 to 0.98; P=0.01) and lower odds of Alzheimer's and between higher coffee consumption (per one cup a day: 1.26, 1.05 to 1.51; P=0.01) and higher odds of Alzheimer's.",Dietary factor linked to Alzheimer's risk.
29212772,Yes,25-hydroxyvitamin D concentrations,Food,"There was suggestive evidence for potential associations between genetically predicted higher quantity of smoking (per 10 cigarettes a day: 0.69, 0.49 to 0.99; P=0.04) and 25-hydroxyvitamin D concentrations (per 20% higher levels: 0.92, 0.85 to 0.98; P=0.01) and lower odds of Alzheimer's and between higher coffee consumption (per one cup a day: 1.26, 1.05 to 1.51; P=0.01) and higher odds of Alzheimer's.",Nutrient level associated with Alzheimer's risk.
29212772,Yes,Alzheimer's disease,AD/ADRD,Genetically predicted higher quantity of smoking [...] and lower odds of Alzheimer's and between higher coffee consumption [...] and higher odds of Alzheimer's.,Primary outcome in the study.
29268833,No,Alzheimer's disease,AD/ADRD,"Underserved rural populations face a higher risk of Alzheimer's disease (AD), yet studies investigating AD knowledge in this population are lacking.",Mentions ADRD as the focus of the study.
29268833,No,basic knowledge of Alzheimer's disease (BKAD),AD/ADRD,The purpose of this research was to develop an AD basic knowledge measure that is appropriate for use with underserved populations.,Refers to a tool measuring ADRD-related knowledge.
29070566,Yes,high-glycemic-load diet (HGLDiet) pattern,Food,"HGLDiet pattern adherence (P = 0.01), sugar intake (P = 0.03), and carbohydrate intake (P = 0.05) were significantly higher in participants with elevated amyloid burden.",Dietary pattern linked to amyloid burden in ADRD.
29070566,Yes,sugar intake,Food,"Cognitive performance was associated only with daily sugar intake, with higher sugar consumption associated with poorer global cognitive performance...",Sugar intake correlates with cognitive decline in ADRD.
29070566,Yes,cerebral amyloid burden,AD/ADRD,"A high-glycemic diet was associated with greater cerebral amyloid burden, which suggests diet as a potential modifiable behavior for cerebral amyloid accumulation and subsequent Alzheimer disease risk.",Amyloid burden is a biomarker for Alzheimer's disease.
29070566,Yes,carbohydrate intake,Food,"HGLDiet pattern adherence (P = 0.01), sugar intake (P = 0.03), and carbohydrate intake (P = 0.05) were significantly higher in participants with elevated amyloid burden.",Carbohydrate intake linked to amyloid accumulation in ADRD.
29028147,No,Alzheimer's Australia,ADRD,"A panel, including experts from Alzheimer's Australia, the MAXCOG research team and clinicians from memory clinics, conducted a workshop to discuss and categorise the accounts.",Mentions an organization focused on Alzheimer's disease.
29028147,No,memory clinics,ADRD,"A panel, including experts from Alzheimer's Australia, the MAXCOG research team and clinicians from memory clinics, conducted a workshop to discuss and categorise the accounts.",Refers to clinical settings addressing memory disorders.
28975188,No,Alzheimer disease,AD/ADRD,"To determine whether increases in neuroticism, declines in conscientiousness, and changes in other personality traits occur before the onset of mild cognitive impairment or dementia.",Target disease studied in the paper.
28975188,No,dementia,AD/ADRD,"During 24 569 person-years, mild cognitive impairment was diagnosed in 104 (5.1%) individuals, and all-cause dementia was diagnosed in 255 (12.5%) participants, including 194 (9.5%) with Alzheimer disease.",Outcome measure in the study.
28720158,No,,,,
28707717,No,frontotemporal dementia,AD/ADRD,"A Japanese woman developed frontotemporal dementia (FTD)-like symptoms of abnormal behavior, such as stereotyped behavior and disinhibition.",Frontotemporal dementia is a subtype of ADRD.
